"Year","Month","Unemployment","Employment","U/E Ratio","P_Year","SH_Year"
2352,7,7175,144202,0.0497565914481075,FALSE,TRUE
2352,8,7091,144625,0.0490302506482282,FALSE,TRUE
2352,9,6847,144815,0.0472810137071436,FALSE,TRUE
2352,10,6727,145314,0.0462928554715994,FALSE,TRUE
2352,11,6872,145534,0.0472192065084448,FALSE,TRUE
2352,12,6762,145970,0.0463245872439542,FALSE,TRUE
2353,1,7116,146028,0.0487303804749774,FALSE,FALSE
2353,2,6927,146057,0.0474266895800954,FALSE,FALSE
2353,3,6731,146320,0.0460019136139967,FALSE,FALSE
2353,4,6850,145586,0.0470512274531892,FALSE,FALSE
2353,5,6766,145903,0.0463732753952969,FALSE,FALSE
2353,6,6979,146063,0.0477807521411993,FALSE,FALSE
2353,7,7149,145905,0.0489976354477228,FALSE,FALSE
2353,8,7067,145682,0.0485097678505237,FALSE,FALSE
2353,9,7170,146244,0.0490276524165094,FALSE,FALSE
2353,10,7237,145946,0.049586833486358,FALSE,FALSE
2353,11,7240,146595,0.0493877690235001,FALSE,FALSE
2353,12,7645,146273,0.0522652847757276,FALSE,FALSE
2354,1,7685,146378,0.0525010589022941,TRUE,TRUE
2354,2,7497,146156,0.0512945072388407,TRUE,TRUE
2354,3,7822,146086,0.0535438029653766,TRUE,TRUE
2354,4,7637,146132,0.0522609695343936,TRUE,TRUE
2354,5,8395,145908,0.0575362557227842,TRUE,TRUE
2354,6,8575,145737,0.0588388672746111,TRUE,TRUE
2354,7,8937,145532,0.0614091746145178,TRUE,TRUE
2354,8,9438,145203,0.0649986570525402,TRUE,TRUE
2354,9,9494,145076,0.0654415616642312,TRUE,TRUE
2354,10,10074,144802,0.0695708622809077,TRUE,TRUE
2354,11,10538,144100,0.0731297709923664,TRUE,TRUE
2354,12,11286,143369,0.0787199464319344,TRUE,TRUE
2355,1,12079,142153,0.0849718261309997,FALSE,FALSE
2355,2,12881,141644,0.0909392561633391,FALSE,FALSE
2355,3,13421,140721,0.0953731141762779,FALSE,FALSE
2355,4,13826,140652,0.0982993487472627,FALSE,FALSE
2355,5,14492,140250,0.103329768270945,FALSE,FALSE
2355,6,14705,140005,0.105031963144173,FALSE,FALSE
2355,7,14607,139898,0.104411785729603,FALSE,FALSE
2355,8,14819,139481,0.106243861171056,FALSE,FALSE
2355,9,15005,138810,0.108097399322815,FALSE,FALSE
2355,10,15382,138421,0.111124757081657,FALSE,FALSE
2355,11,15223,138665,0.109782569502037,FALSE,FALSE
2355,12,15095,138025,0.10936424560768,FALSE,FALSE
2356,1,15016,138439,0.10846654483202,FALSE,TRUE
2356,2,15078,138624,0.10876904432133,FALSE,TRUE
2356,3,15192,138767,0.109478478312567,FALSE,TRUE
2356,4,15281,139296,0.109701642545371,FALSE,TRUE
2356,5,14856,139255,0.106681986284155,FALSE,TRUE
2356,6,14475,139148,0.104025929226435,FALSE,TRUE
2356,7,14542,139167,0.104493162890628,FALSE,TRUE
2356,8,14673,139405,0.105254474373229,FALSE,TRUE
2356,9,14577,139388,0.104578586391942,FALSE,TRUE
2356,10,14584,139097,0.104847696211996,FALSE,TRUE
2356,11,15094,139046,0.108554003711002,FALSE,TRUE
2356,12,14354,139295,0.10304748914175,FALSE,TRUE
2357,1,13992,139253,0.100478984294773,FALSE,FALSE
2357,2,13798,139471,0.0989309605581088,FALSE,FALSE
2357,3,13716,139643,0.0982218944021541,FALSE,FALSE
2357,4,13872,139606,0.0993653567898228,FALSE,FALSE
2357,5,13871,139681,0.099304844610219,FALSE,FALSE
2357,6,13964,139405,0.100168573580575,FALSE,FALSE
2357,7,13817,139509,0.0990402052914149,FALSE,FALSE
2357,8,13837,139870,0.0989275756059198,FALSE,FALSE
2357,9,13910,140164,0.0992408892440284,FALSE,FALSE
2357,10,13696,140314,0.0976096469347321,FALSE,FALSE
2357,11,13325,140771,0.0946572802636907,FALSE,FALSE
2357,12,13049,140896,0.0926144106291165,FALSE,FALSE
2358,1,12748,141608,0.0900231625331902,TRUE,TRUE
2358,2,12806,142019,0.0901710334532703,TRUE,TRUE
2358,3,12686,142020,0.0893254471201239,TRUE,TRUE
2358,4,12518,141934,0.088195922048276,TRUE,TRUE
2358,5,12695,142302,0.0892116765751711,TRUE,TRUE
2358,6,12701,142448,0.0891623610019095,TRUE,TRUE
2358,7,12745,142250,0.0895957820738137,TRUE,TRUE
2358,8,12483,142164,0.0878070397569005,TRUE,TRUE
2358,9,12082,142974,0.08450487501224,TRUE,TRUE
2358,10,12248,143328,0.0854543424871623,TRUE,TRUE
2358,11,12042,143277,0.0840469859084152,TRUE,TRUE
2358,12,12206,143305,0.0851749764488329,TRUE,TRUE
